"ID","click"
"9-466F52214AAF6745EFD7DA3F841B29DA",0
"34-ebb06674ba484188892c4c85600cf521",0
"9-F6749940654CE3ACDECCA21BC42B43B4",0
"34-dca37015b0a9495f8b03f1828757793a",0
"140-C47AF8BB265E02F5D6F09179B7A1FF0F",0
"10-DDC4A06BCD09E7C1FD3A449BB335E809",0
"34-d0494d6a7bd8404b8f4fde633761b227",0
"10-59515FAF4D582C3D780391A7715D9155",0
"34-8931fa05d73c48d28ab6d457a99533f2",0
"9-1447242B419270EFF2A6CAC5367F7777",0
"34-53d58a45d5924637ac2edd26444244bd",0
"34-ec27f117cdcc4d61929f6a77f7999917",0
"10-C44EE241AFFFA49350A1FC1D7EBAEF45",0
"34-a567665a700d4df59665638483ab7371",0
"34-1607d58d30e7412ebe8300ff55bbfa41",0
"9-E67359A36065EA13551C3F0B81A01740",0
"34-a0f2aa66080e418d854203369d97e143",0
"9-5496BE689CE3FEC7A4CEB3FF9C5FD40B",0
"9-9CFAAB1D0E409E20A88EFB002649C1CE",0
"10-9983926F5EE11196A4E913583042AB18",0
"34-ba1375ea12c5487a808f6e582e51f04c",0
"10-C9983D67306DAF781E2B68765B7BFC5B",0
"9-885F7DDE680EAA921058CFF54A01C7AF",0
"140-654F17EEB2661C64DF15F225FEC5C668",0
"140-BF8EA321D6B97785279B868BFFEAFBF9",0
"34-0d9aa66eb14543249466460c5a071c3d",1
"34-0dabf1cc19ab4a5f8307693d2d3b08e0",0
"10-F37D4E420522D6EFC62C70FD85383AB1",0
"34-712a49bb830a4327bdbfbbd025cb4816",1
"10-90CC7BB911CB2DB0427D0B8A1AE883A1",0
"9-4D73455ED457890C0283316D3AB1AF1A",0
"10-3EEB50160DBB70D133EB81ABCBA3EEDD",0
"10-74A78BE223927C258F17A1CE6B595B5B",0
"10-5E2F129CD78E30B390C36BD04E17C08D",0
"10-B4FB0EA6514217672BA0B1693A5C02F5",0
"10-624BEF1FDE4FDD3AC40CC223E056BEAC",0
"34-2644060c9ca246ec8a9ca2724cf90286",1
"10-6FCE6F2188336F672FD8907A4C7C6783",0
"34-9355da4467604feca0b87a6d591af602",0
"9-AC50789742CFD4B6840C0D282690D0D0",0
"9-954A7CFCEEB778264C114836E5E31CC1",0
"10-D5ED528EB277AF64CCB986684580DAA0",0
"9-AB039E73089857101FB2D78D45462DD2",0
"34-56b8eb507ec14cd5b41bebfc88772bc1",1
"9-58DA0D17C72EFEECFDC92DAD549F96A6",0
"9-4A19C014C1DDB26BC092B5284F68298B",0
"10-601CE12EC6742356A25AD034AB31214F",0
"9-73D2050F381A7F73613A8C4FF9B59B79",0
"10-3847C697B7207C5BB4FFBBBF0A3064A0",0
"10-A3DC737189F6501DF20F1AFDE4955ACC",0
"9-CE40B4C566F113CA2BFC56007807FDDA",0
"10-1854BA4F23BFD378CF13EA7B18121B2F",0
"10-E0D762A5813A0CE5313F61ADA1A307C8",0
"10-FD4A589BC41C9CC40427BEFD662AA79E",0
"10-7F39F7271FA9332F8645A1AF6D1C66BA",0
"10-711DC5D3E6FB140D20C0A2911C35080D",0
"10-021636C28ABF18A4B21645621E9D4493",0
"9-98C2DF70C8AD4C26542FDDF6F1ECD6C3",0
"10-36F118B4E4395C2AD9E7A88B6191B1C0",0
"10-196963DCB1C5F9F3ECEAEA0667181AF3",0
"34-e931fcaa99bb43e0a9429fca1547cbb8",0
"9-93F73B18E446202339664437F4D29160",0
"9-1B2BCEF02835C33542E7133165125FB8",0
"10-24E1262E7336161B93A17A4ECDD0F34E",0
"10-29EBE499A48E62E33D384AB20A2B9F13",0
"10-B878515050B88A58360CD8212523CFFE",0
"34-e07933ab91764699bdc669ae4fc2dd43",0
"34-959ec5726ad947468fcd675335833f76",0
"9-6E7725217A582868DB208E444A643780",0
"10-CC5366641CC39C7824B984DD5D80F318",0
"10-2D0F67060ED6C4BA182B9A58357CE883",0
"140-08358BAF0653DE1CFEC14B1F0112F83C",0
"34-fdcbbbbdd21447209b1d7cfdfedd543b",1
"34-e82c1f9205844f468bea9fa29a80b2dd",0
"10-94646F1289BE8A78A39ACE6EBA5AE7C9",0
"34-307f76eb6679417c860d8058d7b74438",1
"34-87f26f4626a347759b8a45e23ed2d77b",1
"9-9DA0B68F3D50BD22672D427841767FB4",0
"9-E880CD31708C10B8A8FF03504AA5961F",0
"140-8778005A46EEA612A63F99DDCA8F8BF9",0
"9-3B6ECE05CAD38470866317FFEA6FEF7F",0
"10-9AD0C9C75C0FB7987DEE1728FECC9DFE",0
"140-C248D951CFB6D07E63519F682229A2E3",0
"34-04829eeba6b84244a43e66d6d9fb49a3",0
"10-76AAFCC21E336D5CB46C45AC4B8D2B5D",0
"10-91B126336132D3DFFCE0153BAB4FA5FF",0
"10-63F9F2018002E964246E919FA3435F06",0
"10-91E443029A254B0C4C52B5541CF34188",0
"34-f63d9df3dd434c45bae7228d04d81279",0
"9-BDB2E18E2CF6DED41B05358733307437",0
"9-887095AC5E8BE1003CB0EDB4EFF00B05",0
"10-0E934DFA2A2F3C45D475E3A3068BDAC6",0
"9-FE7FCD9028E6AD1C8CAA5845CCAD1979",0
"9-B87B9546E9DB9AA294F932FAFB406B75",0
"10-A48FBBB361C8EA674D803FED419F9CF3",0
"34-111795983ced403c975d3dcab9d3db3a",0
"9-C06C7103D030B9316FA3C5E3F124C66B",0
"34-7c9e890348a64f6fbcd8aab0a84a3e81",0
"34-90b85e96cbcd4854955dc3634f008ce7",0
"34-81c370aced88446d9f5933a78cf5f55e",0
"10-D5B8A3B31364096B98FB0CF00D85A4ED",0
"10-3F8E0A9769B6B07099E2CB79357B3D59",0
"10-E249BA4B1FA29167E804868DFDB84647",0
"10-D85176A64E025ED0D014FE3EE9F96514",0
"10-46B449094402362669ACE15944216E99",0
"10-65155EA38425E8B9B04AF8237852C58B",0
"10-84591D56623E1FC93D544CE5A608825C",0
"9-1FDD9557BDE8C30F07EBF5BBB6DE4E6D",0
"10-837637E06BFF5C270E26843DA1C160CA",0
"10-A0F9826A89381AE76959CAF270B0D4D7",0
"34-4e6b5bf993924a1a92bc25f0e5748e10",0
"9-4134AA60B3F35BD5D7AB094F54AEBF32",0
"10-8BCA1D65C9695363D7B1DBF0D8BE3ED3",0
"9-B55FFCB981BDE93E76A55FCB3ED63E83",0
"9-B41758519564A76C47283A96F910E676",0
"10-580391465BE39DEFFC4FE6D11D171621",0
"34-d5969853100a48fcacde6feb478aa3ee",1
"10-DF27CCD649124BA11D31410599E7042B",0
"10-EA57431C628E7051C3C2F39E8D60A95B",0
"34-4b7eb5f5f1704713a60960de7793a93f",0
"9-18762311542205B4B0707251B9621124",0
"10-DE7EF4AE7348087A916FDA796EEE0996",0
"140-3B29518CE0F48DC0CC04B36F4CE2E9F6",0
"9-3636D1DCE3305E00397F20784D94FB68",0
"34-fdaf5ff7034d421b97ce3bef8aee16da",0
"10-ACD22CDBCFC186A185787F94A05D1EB5",0
"9-196E198F12642D116703680B910760D8",0
"10-B3A8407E757E1AE3051DB07C8A7EDD83",0
"10-373CFB015D8FF5D00B88E56A20F7DC0F",0
"10-C15284EBEDA3467FFF7206A07ECF6877",0
"9-02F9439F64E9FC61AB2301FFBE90A183",0
"9-99A8A10927FF1B4A03C05FF14661B46A",0
"9-BBE77F876115A36F4CCCF0FE64D2A511",0
"9-4F284D69F8AA3B6493FA11751203A775",0
"10-F79C16023B90E400D6779D73F09FEC67",0
"10-E4BB48ACC9FEB161282B433C18C67F21",0
"34-e97fe48abbd34874ad494d86b2c4ddc2",0
"34-dc420c821c704ea9a59ac050df38a898",0
"10-7AE7924AAA908D097DF90EEE28C09C2C",0
"10-62AB0AC0EA8C6595BDC171401404C26B",0
"10-6AE6F507E8A2C6329D6B86FBAC9AB824",0
"10-8B9B52EB41D4716384D86D9D4171D6EC",0
"9-1DBC0DBE6B9CAD7ECD59587D405E99CA",0
"9-C6C63D0D2E074F7BE0999063EB913044",0
"10-81FB9201053689D07FF59AF59942078B",0
"10-34660FF5820812926751105D35926F09",0
"34-c237a04fe5d34d2fb73cbeab64f67260",1
"10-C4A0941E1D7B7DDD87BD85CCD27D4546",0
"9-FE624201078E59D6FA9AB92A80390F5C",0
"34-2fde4300e1eb4023ad2bb6a529ae8aa9",0
"140-5339AB5DA376E9D1D87FE25A71503680",0
"34-fd43993213104034a5cd4ab3550d3eec",1
"9-721E6361F9121464818089C3A6D12650",0
"34-89f4a0c8affc4ecc9f23e28633703006",0
"140-705094E50B7A8983B87664239B51EE8B",0
"10-605253CE6730F0B7CB95BE08DC4432C3",0
"9-14242F7EB82B5753262EEB679A1840F0",0
"10-DE060F609194C2CD8AEC4804DE7E52E0",0
"34-3f46cbbbb17e4b1e9cf351eeeeb2b43e",0
"34-064ab7c749a64fa4bc1019023a609b96",0
"10-5A8A2E25375CD1925D45FD89CD72718A",0
"10-D6D6EB9DF81FF2DCDDB441783E379447",0
"10-91C9E61936ADE209CD624FF629008B49",0
"10-D0EBD242ACF67ED03348DE42FC0AF016",0
"9-482B1BAA6FA78945C40B9C8CD705401D",0
"10-12601C2D68B7C2A08B7677271F089A65",0
"9-8F18F53DAEA96501292574354629843B",0
"34-085246be289d403f86368033e7d9ab84",0
"10-117909716878420B91C45591CC0AA19D",0
"9-627FAF042C478E98EE8D3B342701C253",0
"34-891c8c93fee04442a75379b9d286e417",0
"10-C788B596421126D544F917EEEFBA973A",0
"9-0FC0033CEFBBD9C3892A267E908CDACB",0
"140-F86DD7DC992C63C0E39BB33445E3D697",0
"10-E776E9ED3572F53383C8ABCB651008C2",0
"34-f47bea56b2034b0db2d35f154a2a08d9",1
"10-97CB2B4AF9BC12493022AA71799DCD27",0
"10-A4590ABB65C795B271E564B96CA2D56C",0
"10-23683183BFC79349BC3718B053FDCDBB",0
"34-88fd8d87929146d9a9c1951a77c84ad6",0
"10-D58248109FC860B9A263DF9E8377D14E",0
"10-12BD4BF782458499F4361198CF090316",0
"10-6C7420B1691F7C94A3EAA6E6DD981C92",0
"9-4C96BF042B851E3C2AC73E9FFE54A336",0
"10-4BAF985D0B0FB394718E48D3447148AE",0
"34-651f93eefd384fc38bec9a2640a21422",0
"10-6FAB1EC0F994BAB3FD69975E7282B836",0
"34-7c6752df73d745db98d1aa8b7cf49698",1
"9-F43AEE010C81AB39C195E7F8ECB3FC47",0
"10-E15E97DA72D3D4B77165251457403798",0
"34-631c927b68dd4ea290058cbbefb08578",0
"10-B192AE7415DDDFAAE33F3228DB31F889",0
"34-3babda9cb71f4c02aa1ba759970af0a9",0
"34-ef2b463b4ff147bbb21469fc734489a6",0
"34-6cc884f20bb44dfa82ad48a920b4f197",0
"34-f3dc1b1b567d4d46ad8d3b94040eb405",0
"34-ea13451c149540ada9989a94c4023a5b",0
"9-C630D315BC8DFC9E44B7B8D9D8067844",0
"34-a8fbc5949d8647c883680c68cd64a0f4",0
"10-2F5776FB4DD2AF10F1ACFC1B21C9EB02",0
"34-335b87b99d874a3780d017b94fbd7079",0
"10-B0925576D9368B195CC25545F708AFA9",0
"10-D631AC2D5342F9E5867E4124C1BCF002",0
"10-1506E74D48E3B2AEE65699098E4A15E7",0
"10-EB8B4667159E373D075D3BC272CC3FC8",0
"10-A8B8418836C767D5BE12536029DCDC1E",0
"10-6DDB4B6DE0842C6410E9A8DBE28F0BB4",0
"9-87A0F12C516BF170520885F02110119C",0
"9-DDDB6448D33DFB5655B57C2B362429FF",0
"9-093F27354E6DD9E0C97523A741A56B46",0
"9-D8189ABD07D207DAE33CE721C0F36ED0",0
"10-F9D222F69C0B6D9B58AEF8C671FBF1CE",0
"9-6F4351500EBBFAC1B3A445A30B8C1CA0",0
"140-8FCF800A95EBE4274160957B53C9B316",0
"34-fff986e5b7f3455c8130ea566f40a152",0
"152-0598E11F700E7AD8A7BCEB35ADF7E140",0
"34-ce1a4cd4ac4f458db43037be0dfa918b",0
"34-4af6049f399c4487af5c958c06be19e6",0
"140-E703B1B4EC8EA4CD2B1D1676084DFD29",0
"10-57A2A2A3E3C2449499FD7B4CEA236974",0
"10-770621584DADADE3AEDF7A22CF9718E5",0
"140-B7CA91C3BBF6F4AF87DDBA096FDADF18",0
"10-2A47C231A9F2E4C37494C458A72EA6A1",0
"10-4B2745062C5DDABCF1223CE5AA247290",0
"10-ADE19670068676E9E35E1D6711B7C77F",0
"10-DC161388372477D603C26F8C125F0DB4",0
"140-32D9AC94A7BB3C6AE0194D879FB2F024",0
"9-CD173135BFBFCE5A5BF181A2D3074666",0
"10-A65E063B7920322F376A13E832E52739",0
"10-0F5AF7F5E31EE3A4C2446CDCC17DBB49",0
"140-712AFEDE3BDDD72BC8044FA015AE3E11",0
"9-05636208BF373F72931493623545C627",0
"34-16af9b898c4e45a8927c7f281f5849a1",0
"10-23D4C84E9246E33A7C2EAE2CD0680726",0
"140-9E2A52C41515ACD68A6AD2A21E68601B",0
"34-05b1a455af3a49a1b9bd76e20c344c21",0
"9-2FB3EF53E3954548C1DEC0A63EF7683A",0
"10-5C421B7D2BB64C618BE043CF0588A59F",0
"9-1E0CAF504A7B0BD623491A9F498AF226",0
"34-82df74efc3f34766bf324ccefff5a3a4",0
"34-95e59a98db8247d2b38601af05a2b597",0
"10-8FAAFEA3D9368FB9EE335107F2EF8B50",0
"10-E457AF2962789800630A780356D01AA2",0
"34-6c3d5ffadb674997945c5a7b20153515",0
"10-7FB9AEABA69A5ABC4E84FAF2554ED15A",0
"9-7C4CA8A216986DC1BF2AB6C6A6970F12",0
"140-F3B813FFCD527F4942D6EA3567830C5F",0
"10-5570B39A865EDAF7C763B56DD97361B5",0
"10-AD3A441361DC235F23B5EE4DF98E177E",0
"9-8079513FCA4B86B86E66361D033B2895",0
"34-cfd01d4541cb433aa4113fd13581595f",1
"34-771fb474041f45ff8600e49f226acfde",0
"9-348320ECC608CBB9489D1447F3D43940",0
"9-3A04A4EC8539BA2E1DCA1FA5B8B1E3F4",0
"34-911639eb3bee451cb33322cd929fccdd",1
"10-07E84AE3193EB02578ADD68C78766019",0
"140-091AADE4713D0010839DC57DA6D4A239",0
"140-E0960F00339F7557B61AAAD71D84EBC5",0
"10-82093379F8FF9DC19E0B91B20ECC2EFF",0
"34-ca6493cc22f84461bce6121a24fa4d4d",0
"9-DB9CECF9C6D91F3523265302BF784BFA",0
"34-6f82e5a4f528412e8715a30b6cbe90af",0
"34-d59d7c1d2b49421c84d3c1c14ae793fc",0
"10-7093890B3626667BF8600E89A96E2CA3",0
"9-56A1E28D90D734D054692CE42BF33B90",0
"10-050AA7B5EACB34A93EDB9713DE0EB56B",0
"9-3C84A9DBAB3D87C7F187B2B3FE8A875A",0
"10-5907AED9C8F782932D56B2833D248DAB",0
"9-6DB98B90B6DFF9AB6C50A37F49A5CE91",0
"9-3E0696FC1A8335B49E1A26D5968F3A14",0
"10-48A57A55BE5C31B913E433ECE10714E6",0
"9-2AF72200E1C235CF62FAE3BA9350BF24",0
"9-E4601A75269B1FDA3EA7C9C69F724439",0
"34-09d990f4ae0842829a325fa9b20adaff",0
"10-4F2EEDE1FC60479C69D67C856B20AC85",0
"34-7b16d3e2303f4f828663e471cf79cf12",0
"10-4D2D9400E16396522646DCD7BF0813FE",0
"10-76E09584B78B6805160053A78024C6CB",0
"34-9ea2146fe58f47f387acd03add6ede18",0
"9-53F0E6E23DE0412BAEAC72BCB5920714",0
"9-72194399D0DC6DF543B81809E2249D16",0
"9-BB5B5B5A2B458CC5BDC24B5A9E2A5CB5",0
"34-8df328c1129e426097647b4fd903b069",0
"9-5589CCBAAC34F47079249F7A2E11AFDE",0
"34-26bb56ffdb174b2b9af46739b0268f85",0
"9-DDE7E22D4F664F99D648D904679312C4",0
"9-9A23E45B2DFA52A2FBF5DD717B19DF58",0
"9-8E96F9F40771BE0FA6E1AD9215227FF7",0
"9-85D9B6AC49A962C2866EC4FD581565C9",0
"9-F40D105B3D76F5336E1F90687B3F875A",0
"10-25498E83075D0233A2828E900BD0DF65",0
"10-6573DF392722F2C4232D18AF7A3FEA89",0
"9-B259459CD93E257AF8792A3B2A14C13F",0
"34-591fd388025d4a328b5fb032e2b67f71",0
"10-DE23C72905CF8E04402F6DAFB5E88959",0
"34-38b62b52deb144a19af1fe467adde4b9",0
"34-2184e96ee1d140a19a9b23c2afe3a9c4",0
"34-27d191332e644f04b5d69a9707e9bb04",1
"9-92F3646568F4A68619480112E1C22638",0
"9-974126E06304832CAABF103F2787F76E",0
"10-1414CD8C750FF185EFD3969D7871EDB0",0
"34-8b39c781049f45e2b245a98011bfae13",1
"9-1AD761F010F8CFCE44C4D3EA35176780",0
"34-37ceca3dc15f42639f7ee8f6073d40fc",0
"10-EEC87DE16CDF0271DF878C07DE70D1AB",0
"9-18373F91ACDF546A21409DB79B6834E5",0
"9-539D43E2FA1A79BBDE1B4EE4288058E0",0
"34-3333fa9ffe97406faa4788c412bb0a84",0
"9-29A3D4BAA3E28D0D5B93F8984A23740C",0
"10-130243F19CEBC3A41470331333E84514",0
"34-885f6e9a71234e9fabfa4f82b00fdc3a",0
"10-3C85EE23F7EACBF4506E410461BE081D",0
"9-71564DE54187E981C2F14E0777E191CF",0
"34-72d41257f93c46f78592c5363cd9ca85",0
"140-53F293D7F7F393B107F3827B6081884F",0
"34-e57110f326994de49881d38742dbe0e9",0
"10-696591983883C172A64D59D31D70F025",0
"10-1089E2965727449C8746320A47D579B1",0
"34-6a4904ceddf44450844d6a0c9192bafb",0
"34-9560b7897df14c1aac9b153c8a9dd9e1",0
"34-2a6876b8083f48aeae71d1f786cff1e8",0
"9-80D33226E97EF4B77D7D4902F33D1407",0
"10-7B3CCA97D42983C8982969682EDAC296",0
"34-d6172e6f7f64418381f08158528a9100",0
"34-3e0bec922e1a49db99b71c827b80296d",0
"140-4D65A40F39BE1C3541F0023EF94928CF",0
"140-9655908A7FF8379B218329B7281493C6",0
"140-033A1171DDB5959212CEE769A418D818",0
"9-BCBE8F02139280EE337A72BD55C22574",0
"9-483B264650B2469D4390C4572D5F1498",0
"105-FA1AD53715D0B988225D6E0760266888",0
"9-8932E4C3437215F3534FEF7B5F2ECFC8",0
"10-DA4C16C2F5834A87C87D0522A859115C",0
"34-3264d5482868437b968e70ddefce834d",0
"10-2513B6A7E29099A259B360D029F0CC37",0
"10-7ACF0DC2CF0269B940E259B0DD09CE33",0
"10-460392F14F381DD94425CDD986C4C0F0",0
"34-be2f06c8ba2e470e9e5af7708cd59595",1
"10-4538F0F744CD4C020E3AC061CBA6FE18",0
"10-F9C4DC78BECF0C0885DD0058EA23F36E",0
"10-7A74F61302418C9DBA4778E4E127D7A7",0
"34-778a02c653da4b0da12fdfd77ebb2a5f",0
"9-01DBC02A93B3E206B12977109DF612D7",0
"34-67c2a641fc034d518dfeccc32e55f16b",0
"34-65dd426768a3494fa725c0894e5c6ac4",0
"10-B827EDD46E82C2945560ADD2187CE668",0
"34-c248b667a28d49f1b180ee53e849d52c",0
"10-DBB3ADC03BF8EC09D4512FD3AA1ACD98",0
"34-6bf256fb0bbd4e9093262d6bc5c8aae3",0
"34-a902ff6a350f48e98d1703a310102718",0
"34-b9471feb57ba499eb2905a4d8f8b4bd1",0
"34-b9133c2e2a4f4fc7a8ef37fd5d41ae96",0
"10-3CFA1BCFD2F793079D3284618510503F",0
"10-314B221DC54469599E0215A7507892AE",0
"10-206D381E6F22413840A0FCFA83D0EAA0",0
"9-06352E43AD817C9331F4BD2942AB7011",0
"152-EB8B1DDCE0997C9074D1809000081777",0
"34-67c335d592924c4bb030ad6b1eb8c50c",0
"34-6f613ffed1db4dcd811dd58f010b2b54",1
"34-3b24ffaf81f94a5f978a1c0a8c923170",0
"140-B3D590A6EC4BE2326B182B4BD133B1DA",0
"34-e0a362698c7e411f89dd6302f47ec1bd",0
"9-70DD934E418138683110E15CCFED2330",0
"10-BC6645F0ACC3657BBA8C239D82DB8CEF",0
"152-134B2AB0E5E03EB80D4B75F3D8D9FC93",0
"9-2BE4110E45A362C75D8B39BB2F8A8BAC",0
"34-35e4f9a39f124b148facf53b5cee8608",0
"34-2525e929c898414f895a668c8aac1b41",0
"10-19D291B4C515BCC64D7DCCD58D224976",0
"9-40D598102DACDA73E22A5B3E58B8A30C",0
"10-4E20F3545EB52F2643EBA2721A21F74B",0
"9-A60E4C37CACBCB73F1A182FD69E651AE",0
"10-00875F65B9ADF417520BF6E7677BDAB9",0
"10-CBFE53DA045340E13DF9E2A80A4D9377",0
"9-C5BE15133C197945C89A653D5AE92989",0
"9-AF71147C2E4BB3B75712D3C0F6F2AA26",0
"152-5D588AB99A2AD1D742BA9DA9C3FB5441",0
"9-F87ED112EDD63889B81220CFDC30AF01",0
"9-2579791AE8BF7ABBF8BFF5D50EFB4FEA",0
"140-4F6B8D4E4477AC227DD0C5A168B541DF",0
"9-311F0A0C64521F21977CB8F01707CA59",0
"10-4267A8264EA272506AED7FC12DC2DE26",0
"34-9864540deef1498f9a3113204d93efd2",0
"34-7cc8f11abb6b460f8ca136a6d4a76178",0
"34-a930021460e94594bfc937a3771e3b2c",0
"34-83888448446848a9af0f8c2a3b0e838b",0
"9-83BC8F24A2A68AFA1B6A7FDEFA65DFA3",0
"9-C9A284DE65693E00C348755033C3E6AC",0
"140-098A17E20220CBC3BA841F58940A5B95",0
"9-ABE2B84EE682B61527A817154F37BEBB",0
"10-8DFD0F6AF1508F1656A4051564AF4FA9",0
"34-ff93c64686344d91ac2f09dbd55c6423",0
"34-1d51da369ef945b0bc5351fde498cdc7",0
"10-104BBDC8C4F09452F6FAE39298365552",0
"34-221631973e7b44289bf3c92f52bb4a17",0
"34-18058ab2c2d148bf82a96d5ad2007ecf",0
"10-0BBFF0E101A5329E5CED64736C7F0BBB",0
"9-B82D3054EDF2A63843CED47496DAC213",0
"140-FFC2F95970E80D1FA0FFD01579549FC8",0
"10-4AE1E650CB6C6798EBA98953CEEF6B04",0
"140-97A6C18683E6663C46EF19E9116F2983",0
"34-8d5fe747f1f84296a1a3cf0fd4ad3193",1
"34-384a5e001c884cf296eea4955603c963",1
"10-A273D9B89B324BC5A35A0E43F0914B37",0
"140-D0B20E0FE54439D968A3B038EF4F3E17",0
"34-ad1f2a21827647bc81b5cbcf901635b5",0
"34-2197173f9bab40c0879426843e7ede1e",0
"10-251505FE63949E76F19AB442B9F418DA",0
"10-3B0D861151B8911CFF2ACCCFD13A0B0B",0
"9-98BD2B0CE52E46C1BF16C5B195C8799B",0
"9-4F4B3EB212258B75D6F5B259C8394222",0
"34-92ef1fb86a244fd2b35f4d3e1d9f7656",0
"9-14D2A3FE8487D99B98330220883CF97C",0
"10-95D7634B46EAFE939AFF666CBAC36A10",0
"9-F27A6616E582C635ECD9DB44934B857B",0
"10-0C2036EE3C07A9142D42C6D02FA42171",0
"34-89f7265a9f884c50be7a4dff990749d1",0
"34-c825194cfc7e4251a580d764e80368cc",1
"34-7b53059d218a411c9f4865d42d0223e8",0
"34-a90bd830d259466589e52d3744a249ec",1
"140-3F9EC7BDB436BDB1ADF7B9FE1E6FBC5A",0
"34-78adf4b43883413ab85b726d56d8cab8",0
"140-6CFFCB3B9A2693F9ECC71000AFC57354",0
"34-ef146288259b407bac12d42f5a470cb0",1
"140-58AB70288CB39B0987522FD91840D142",0
"34-c97002401c61409ebdc3c6c1bc4283c3",0
"10-810567BEDB6D041A6885A18609000684",0
"34-c62f797f0bfe4dcf83de296de0692f46",0
"140-A6D25D4F08EC073910D2DDD7C9C5EC85",0
"34-ef609dff04a24745836d433d22dabdf3",0
"34-16b8ff7e012546be8a9c38fe7d27640f",1
"34-8a102601d7444d6dab6648fe30e6359e",0
"34-888347e82eae4989bf7a3bbf016eaef2",0
"140-3F355A1B7B15280559B372C4636173FD",0
"34-89441353d956401395f088f747302c87",0
"34-0d5ad4856aa3472fbace5bb97e00a4fe",0
"10-822B4C936B578ED33DF574A8FEFD2CDD",0
"140-1B8D1431FF3F768E5281F24E7808808D",0
"34-462f9ff4a37e4dc1acb8dbb5460cad44",0
"34-07cffc882a7d4e798063a3dd16e87899",0
"34-a43ca8d8d2ed4559a5369592bb912563",0
"10-59BD781731778C5AA46C875F1B2A1D1D",0
"34-5a5a061f2a0444d39cb9ddc508596f72",0
"10-ECC4FCBF1F95859D404872A854F456B6",0
"34-d1ec88244bc742ff8ae34d9e4996f59c",0
"9-8D8C35F294484C4CC6B842BF56D98990",0
"140-E577008371666B6BBB178DC8C54314EB",0
"34-b5e5bb5589b34fd0a1348d1caf8a7473",0
"10-96B769EC9757F82DC2A74F551050FBE7",0
"34-c17cb84c3449469ebac4a119a1bb5b26",0
"34-2bf01024349d4531837beb424ccf7932",0
"9-9FE2B9BF3C95F253039562A254F747DC",0
"140-B5F1CA33F1AFDDEB84F3CFC16C019B05",0
"34-14563c3b4eeb4fc884f689de936b6915",0
"34-f64146b518fc43a583bc9ed2ed7612af",0
"9-D0AD609EA2F5E30F836C0EF257BB3DCA",0
"34-3353085463e64f88a21b7b5669281069",0
"10-55C9554165EB0B00C0264CBC7409FB39",0
"34-d113851e0b994d3ab4063107deddb2e7",0
"34-d73630348aa94431960fc62fca4db6ac",0
"152-A829E9E4D0D7EA95D4EA6E62628CE8B3",0
"10-4F481C5CF9487F3FE9F2AFE4859F9711",0
"34-0d6dd88fccce4e30a25d7ffed31aaba0",0
"34-e99bee771752438a84513cbabab0fcd7",0
"34-447b25e7327247ec876639b4249e358f",1
"34-11f5b87effd345a892ee414af4045aea",1
"34-c84b7c8729c947bd83ad6353c7ec1ef9",0
"140-A0E8159F3E0A8AF9C5521E01C79A7725",0
"34-2d3e32fd12c946239b2fd994894010d6",1
"140-A7B07A6877E4137935C10070D08C7635",0
"34-327d466717ec48b29eea50f5614d4397",1
"10-54A272B2028CC2E6498E0D13F2409BBD",0
"34-51c8db69ac0841f9bfb06f8d00a32a45",0
"34-f146a9e8ce684f5496983f01d01522c8",0
"34-5e3a173fe8ae40c5ab1337a3fdfa0607",0
"140-288348182F2653A372FF4E8CBD1A5CCD",0
"9-B14C5DFB5D75BDA07D2ED4049D476281",0
"140-AA394D5CA476B56C22B753D6D998934C",0
"34-93f9cee5ee5f481a84c941d0fd817229",1
"34-396719005ceb4619afe1c13e0b802a9e",0
"10-A0B74248DD317A2D54081DBB5B94ACF1",0
"140-CD7720674E0266100C99F7A78779CBF6",0
"9-2961C8F9E19E354A081B38B826965EB3",0
"10-D3ABD948947EBDF2F3CAF1394DFD11A8",0
"34-0666a0e1130e4cb79337fed3a08307c2",1
"34-e88abf571f37457d81ba0df18fcef9e8",0
"10-FCF6AD292CAC4129AF082CA173A29CFD",0
"9-C93A0E13EF721B7699CC1BD3EDFEB8C5",0
"152-F080D3E479068960747621C6C1DAACA2",0
"34-ec58b4104cdb4531ab31b830f5846a55",0
"34-ff553973d6db4d37bf952fdfd96893f9",1
"140-2617FE9AD780A7D4F2AADD970E8BEDA4",0
"34-570b1926ef594d77b6d1bab768521841",1
"34-47d7c027bb274664b3d26f550d33e61c",0
"34-788c6461372f408f8dc15eaef14fec07",1
"140-58C2A58421BA0C39BD10EF6916CDE57A",0
"34-7266546d6693489ba2867d8094d66ca8",0
"34-63abcdd814f5492e9bb14ef240dbc1d4",0
"34-a81736e0285a46ac8cdb1c2bbe015c39",0
"9-FD42EE2C321BDD4A463FDD1CF12119AD",0
"34-045d877ba49049b39e59797c0904e593",0
"34-9735add069064638ba280783b90b9658",0
"34-72a0fc2992d04e5fa1a6e59fd03e04a9",0
"10-2AD7011B799C1FAC5755D3CB02EC442A",0
"34-8065994a4bb541c7a668234e905779c2",0
"34-1d31ca34c1124fe8bc073fac7daac0e8",1
"9-F3866F1649611B55593FF4CDDC311113",0
"10-57AF1E7B2E4FFA06869F22676CA96D44",0
"34-e35ccdae18594c55978e3d68ac2d2bfe",0
